Marca,Submarca,Versión,Modelo,Trans.,Comb.,Cilindros,Potencia (HP),Tamaño (L),Categoría,R. Ciudad (km/l),R. Carr. (km/l),R. Comb. (km/l),R. Ajust. (km/l),CO2(g/km),NOx (g/1000km),Calificación Gas Ef. Inv.,Calificación Contam. Aire
VW,TIGUAN,GP 5PTS 2.0L 4CIL 200HP TIP 4MOTION TURBO,2014,TIPTRONIC,Gasolina,4,200,2.0,CAMIONETAS DE USO MULTIPLE (SUV),9.90,16.13,11.98,8.99,259.00,9.00,5,9
VW,TIGUAN,GP 5PTS 2.0L 4CIL 200HP TIP TURBO,2014,TIPTRONIC,Gasolina,4,200,2.0,CAMIONETAS DE USO MULTIPLE (SUV),9.90,16.13,11.98,8.99,259.00,12.00,5,9
FORD,ESCAPE,5PTS 2.5L 4CIL 168HP AUT,2013,AUT,Gasolina,4,168,2.5,CAMIONETAS DE USO MULTIPLE (SUV),9.80,11.90,12.00,9.00,259.00,11.00,5,9
MAZDA,CX-5,4WD 5PTS 2.5L 4CIL 184HP AUT,2014,AUT,Gasolina,4,184,2.5,CAMIONETAS DE USO MULTIPLE (SUV),9.80,15.90,13.22,9.92,235.00,28.00,6,?
VW,CARAVELLE,5PTS 2.0L 4CIL 180HP AUT TURBO DIESEL,2013,AUT,Diesel,4,180,2.0,CAMIONETAS DE USO MULTIPLE (SUV),9.80,14.50,12.85,9.63,278.00,300.00,4,?
MAZDA,CX-5,WAGON 4WD 5PTS 2.5L 4CIL 184HP AUT,2015,AUT,Gasolina,4,184,2.5,CAMIONETAS DE USO MULTIPLE (SUV),9.80,15.90,13.22,9.92,235.00,28.00,6,?
LINCOLN,MKC,4X4 5PTAS 2.3L 4CIL 275HP AUT TURBO,2017,AUT,Gasolina,4,275,2.3,CAMIONETAS DE USO MULTIPLE (SUV),9.79,15.36,11.70,8.77,266.00,12.00,4,9
KIA,SORENTO,FWD 5PTAS 3.3L 6CIL 290HP AUT,2016,AUT,Gasolina,6,290,3.3,CAMIONETAS DE USO MULTIPLE (SUV),9.77,15.81,11.80,8.85,263.00,11.00,4,9
KIA,SORENTO,FWD 5PTAS 3.3L 6CIL 290HP AUT,2017,AUT,Gasolina,6,290,3.3,CAMIONETAS DE USO MULTIPLE (SUV),9.77,15.81,11.80,8.85,263.00,11.00,4,9
KIA,SORENTO,FWD 5PTAS 3.3L 6CIL 290HP AUT,2018,AUT,Gasolina,6,290,3.3,CAMIONETAS DE USO MULTIPLE (SUV),9.77,15.81,11.80,8.85,263.00,11.00,4,9
LINCOLN,MKC,5PTS 2.0L 4CIL 240HP AUT TURBO,2016,AUT,Gasolina,4,240,2.0,CAMIONETAS DE USO MULTIPLE (SUV),9.72,15.26,11.62,8.71,268.00,12.00,4,9
FORD,EDGE,5PTS 3.5L 6CIL 285HP AUT,2011,AUT,Gasolina,6,285,3.5,CAMIONETAS DE USO MULTIPLE (SUV),9.70,15.20,11.59,8.69,268.00,12.00,4,9
FORD,EDGE,5PTS 3.5L 6CIL 285HP AUT,2012,AUT,Gasolina,6,285,3.5,CAMIONETAS DE USO MULTIPLE (SUV),9.70,15.20,11.59,8.69,268.00,12.00,4,9
FORD,EDGE,5PTS 2.0L 4CIL 240HP AUT,2013,AUT,Gasolina,4,240,2.0,CAMIONETAS DE USO MULTIPLE (SUV),9.70,15.20,11.59,8.69,268.00,12.00,4,9
FORD,EDGE,5PTS 3.5L 6CIL 285HP AUT,2013,AUT,Gasolina,6,285,3.5,CAMIONETAS DE USO MULTIPLE (SUV),9.70,15.20,11.59,8.69,268.00,12.00,4,9
FORD,TRANSIT,CHASIS RWD 2PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,2012,MAN,Diesel,4,125,2.2,CAMIONETAS DE USO MULTIPLE (SUV),9.70,14.10,12.65,9.49,282.00,273.00,4,?
LINCOLN,MKC,AWD 5PTS 2.3L 4CIL 275HP AUT TURBO,2016,AUT,Gasolina,4,275,2.3,CAMIONETAS DE USO MULTIPLE (SUV),9.70,15.70,13.09,9.82,237.00,7.00,6,9
HONDA,CR-V,EX-L 4WD 5PTS 2.4L 4CIL 185HP CVT,2016,CVT,Gasolina,4,185,2.4,CAMIONETAS DE USO MULTIPLE (SUV),9.70,15.60,13.06,9.80,238.00,4.00,6,9
HONDA,CR-V,EX-L 2WD 5PTS 2.4L 4CIL 185HP CVT,2016,CVT,Gasolina,4,185,2.4,CAMIONETAS DE USO MULTIPLE (SUV),9.70,15.60,13.06,9.80,238.00,4.00,6,9
HONDA,CR-V,LX 2WD 5PTS 2.4L 4CIL 185HP CVT,2016,CVT,Gasolina,4,185,2.4,CAMIONETAS DE USO MULTIPLE (SUV),9.70,15.60,13.06,9.80,238.00,4.00,6,9
HONDA,CR-V,EXi STYLE 2WD 5PTS 2.4L 4CIL 185HP CVT,2016,CVT,Gasolina,4,185,2.4,CAMIONETAS DE USO MULTIPLE (SUV),9.70,15.60,13.06,9.80,238.00,4.00,6,9
AUDI,Q7,5PTAS 3.0L 6CIL 333HP TIPTRONIC FSI QUATTRO TURBO,2017,TIPT,Gasolina,6,333,3.0,CAMIONETAS DE USO MULTIPLE (SUV),9.70,14.40,11.37,8.53,273.00,28.00,4,6
AUDI,Q7,5PTAS 3.0L 6CIL 333HP TIPTRONIC FSI QUATTRO TURBO,2016,TIPT,Gasolina,6,333,3.0,CAMIONETAS DE USO MULTIPLE (SUV),9.70,14.40,11.37,8.53,273.00,28.00,4,6
CADILLAC,SRX,5PTS 3.0L 6CIL 265HP AUT,2011,AUT,Gasolina,6,265,3.0,CAMIONETAS DE USO MULTIPLE (SUV),9.65,14.67,11.41,8.55,273.00,18.00,4,8
CADILLAC,SRX,5PTS 3.6L 6CIL 308HP AUT,2013,AUT,Gasolina,6,308,3.6,CAMIONETAS DE USO MULTIPLE (SUV),9.65,14.67,11.41,8.55,273.00,10.00,4,9
MERCEDES,SPRINTER,315 5PTAS 2.1L 4CIL 150HP TURBO MAN DIÉSEL,2018,MAN,Diesel,4,150,2.1,CAMIONETAS DE USO MULTIPLE (SUV),9.64,11.93,11.91,8.93,300.00,271.00,3,?
FORD,TRANSIT,CHASIS 2PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,2014,MAN,Diesel,4,125,2.2,CAMIONETAS DE USO MULTIPLE (SUV),9.63,15.36,12.94,9.71,276.00,333.00,4,?
FORD,TRANSIT,PASAJEROS 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,2014,MAN,Diesel,4,125,2.2,CAMIONETAS DE USO MULTIPLE (SUV),9.63,15.36,12.94,9.71,276.00,333.00,4,?
FORD,TRANSIT,VAN 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,2014,MAN,Diesel,4,125,2.2,CAMIONETAS DE USO MULTIPLE (SUV),9.63,15.36,12.94,9.71,276.00,333.00,4,?
FORD,TRANSIT,CHASIS CAB REG 2PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,2015,MAN,Diesel,4,125,2.2,CAMIONETAS DE USO MULTIPLE (SUV),9.63,15.36,12.94,9.71,276.00,333.00,4,?
FORD,TRANSIT,CHASIS RWD 2PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,2015,MAN,Diesel,4,125,2.2,CAMIONETAS DE USO MULTIPLE (SUV),9.63,15.36,12.94,9.71,276.00,273.00,4,?
FORD,TRANSIT,PASAJEROS 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,2015,MAN,Diesel,4,125,2.2,CAMIONETAS DE USO MULTIPLE (SUV),9.63,15.36,12.94,9.71,276.00,333.00,4,?
FORD,TRANSIT,PASAJEROS LARGO 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,2015,MAN,Diesel,4,125,2.2,CAMIONETAS DE USO MULTIPLE (SUV),9.63,15.36,12.94,9.71,276.00,333.00,4,?
FORD,TRANSIT,VAN CORTO 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,2015,MAN,Diesel,4,125,2.2,CAMIONETAS DE USO MULTIPLE (SUV),9.63,15.36,12.94,9.71,276.00,333.00,4,?
FORD,TRANSIT,VAN LARGO 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,2015,MAN,Diesel,4,125,2.2,CAMIONETAS DE USO MULTIPLE (SUV),9.63,15.36,12.94,9.71,276.00,333.00,4,?
FORD,ECOSPORT,4PTS 2.0L 4CIL 145HP AUT,2011,AUT,Gasolina,4,145,2.0,CAMIONETAS DE USO MULTIPLE (SUV),9.60,13.20,12.30,9.23,253.00,28.00,5,?
MAZDA,CX-7,4X2 5PTS 2.3L 4CIL 244HP AUT,2011,AUT,Gasolina,4,244,2.3,CAMIONETAS DE USO MULTIPLE (SUV),9.60,14.50,11.32,8.49,275.00,6.00,4,9
NISSAN,MURANO,4X2 5PTS 3.5L 6CIL 235HP CVT,2011,CVT,Gasolina,6,235,3.5,CAMIONETAS DE USO MULTIPLE (SUV),9.60,13.80,11.12,8.34,279.00,24.00,4,7
NISSAN,MURANO,4X2 5PTS 3.5L 6CIL 235HP CVT,2012,CVT,Gasolina,6,235,3.5,CAMIONETAS DE USO MULTIPLE (SUV),9.60,13.80,11.12,8.34,279.00,24.00,4,7
FORD,ECOSPORT,5PTS 2.0L 4CIL 145HP AUT,2012,AUT,Gasolina,4,145,2.0,CAMIONETAS DE USO MULTIPLE (SUV),9.60,13.20,12.30,9.23,253.00,28.00,5,?
MAZDA,CX-7,WAGON 4X2 5PTS 2.3L 4CIL 244HP AUT TURBO,2012,AUT,Gasolina,4,244,2.3,CAMIONETAS DE USO MULTIPLE (SUV),9.60,14.50,11.32,8.49,275.00,7.00,4,9
NISSAN,MURANO,2WD 5PTS 3.5L 6CIL 235HP CVT,2013,CVT,Gasolina,6,235,3.5,CAMIONETAS DE USO MULTIPLE (SUV),9.60,13.80,11.12,8.34,279.00,24.00,4,7
INFINITI,JX35,4X2 5PTS 3.5L 6CIL 265HP CVT,2013,CVT,Gasolina,6,265,3.5,CAMIONETAS DE USO MULTIPLE (SUV),9.60,14.50,11.32,8.49,275.00,20.00,4,7
INFINITI,JX35,4X4 5PTS 3.5L 6CIL 265HP CVT,2013,CVT,Gasolina,6,265,3.5,CAMIONETAS DE USO MULTIPLE (SUV),9.60,13.60,11.06,8.30,281.00,20.00,4,7
NISSAN,MURANO,2WD 5PTS 3.5L 6CIL 235HP CVT,2014,CVT,Gasolina,6,235,3.5,CAMIONETAS DE USO MULTIPLE (SUV),9.60,13.80,11.12,8.34,279.00,24.00,4,7
VW,CARAVELLE,5PTS 2.0L 4CIL 138HP AUT TURBO DIESEL,2013,AUT,Diesel,4,138,2.0,CAMIONETAS DE USO MULTIPLE (SUV),9.60,13.60,12.43,9.32,288.00,306.00,3,?
VW,MULTIVAN,5PTS 2.0L 4CIL 138HP DSG TURBO DIESEL,2013,DSG,Diesel,4,138,2.0,CAMIONETAS DE USO MULTIPLE (SUV),9.60,13.60,12.43,9.32,288.00,306.00,3,?
AUDI,SQ5,5PTS 3.0L 6CIL 354HP TIPTRONIC FSI TURBO QUATTRO,2015,TIPTRONIC,Gasolina,6,354,3.0,CAMIONETAS DE USO MULTIPLE (SUV),9.60,14.80,11.40,8.55,273.00,13.00,4,8
AUDI,SQ5,5PTS 3.0L 6CIL 354HP TIPTRONIC QUATTRO FSI TURBO,2016,TIPTRONIC,Gasolina,6,354,3.0,CAMIONETAS DE USO MULTIPLE (SUV),9.60,14.60,11.35,8.51,274.00,13.00,4,8
AUDI,S Q5,5PTAS 3.0L 6CIL 354HP TIP QUATTRO FSI TURBO,2017,TIPT,Gasolina,6,354,3.0,CAMIONETAS DE USO MULTIPLE (SUV),9.60,14.80,11.40,8.55,273.00,13.00,4,8
NISSAN,MURANO,AWD 5PTS 3.5L 6CIL 235HP CVT,2011,CVT,Gasolina,6,235,3.5,CAMIONETAS DE USO MULTIPLE (SUV),9.50,13.50,10.96,8.22,284.00,24.00,4,7
NISSAN,MURANO,AWD 5PTS 3.5L 6CIL 235HP CVT,2012,CVT,Gasolina,6,235,3.5,CAMIONETAS DE USO MULTIPLE (SUV),9.50,13.50,10.96,8.22,284.00,24.00,4,7
NISSAN,MURANO,AWD 5PTS 3.5L 6CIL 235HP CVT,2013,CVT,Gasolina,6,235,3.5,CAMIONETAS DE USO MULTIPLE (SUV),9.50,13.50,10.96,8.22,284.00,24.00,4,7
NISSAN,MURANO,AWD 5PTS 3.5L 6CIL 235HP CVT,2014,CVT,Gasolina,6,235,3.5,CAMIONETAS DE USO MULTIPLE (SUV),9.50,13.50,10.96,8.22,284.00,24.00,4,7
FORD,EXPLORER,2WD 5PTS 3.5L 6CIL 290HP AUT,2015,AUT,Gasolina,6,290,3.5,CAMIONETAS DE USO MULTIPLE (SUV),9.50,15.10,11.40,8.55,273.00,12.00,4,9
GMC,ACADIA,SLT AWD 5PTAS 3.6L 6CIL 310HP AUT,2017,AUT,Gasolina,6,310,3.6,CAMIONETAS DE USO MULTIPLE (SUV),9.44,14.84,11.29,8.46,275.00,9.00,4,9
GMC,ACADIA,DENALI AWD 5PTAS 3.6L 6CIL 310HP AUT,2017,AUT,Gasolina,6,310,3.6,CAMIONETAS DE USO MULTIPLE (SUV),9.44,14.84,11.29,8.46,275.00,9.00,4,9
AUDI,Q5,5PTS 2.0L 4CIL 211HP S TRONIC TURBO FSI QUATTRO,2011,S TRONIC,Gasolina,4,211,2.0,CAMIONETAS DE USO MULTIPLE (SUV),9.43,13.33,12.22,9.17,254.00,28.00,5,?
AUDI,Q5,4X4 5PTS 2.0L 4CIL 211HP S TRONIC QUATTRO FSI TURBO,2012,S TRONIC,Gasolina,4,211,2.0,CAMIONETAS DE USO MULTIPLE (SUV),9.43,13.33,12.22,9.17,254.00,28.00,5,?
BMW,X4,XDRIVE 35iA 4X4 5PTAS 3.0L 6CIL 306HP BITURBO AUT,2017,AUT,Gasolina,6,306,3.0,CAMIONETAS DE USO MULTIPLE (SUV),9.40,14.50,12.53,9.40,248.00,20.00,5,7
FORD,EDGE,5PTS 3.5L 6CIL 280HP AUT,2016,AUT,Gasolina,6,280,3.5,CAMIONETAS DE USO MULTIPLE (SUV),9.39,16.01,11.54,8.65,269.00,2.00,4,9
FORD,EDGE,FWD Y AWD 5PTAS 3.5L 6CIL 280HP AUT,2017,AUT,Gasolina,6,280,3.5,CAMIONETAS DE USO MULTIPLE (SUV),9.39,16.01,11.54,8.65,269.00,2.00,4,9
FORD,EDGE,5PTAS 3.5L 6CIL 280HP AUT,2018,AUT,Gasolina,6,280,3.5,CAMIONETAS DE USO MULTIPLE (SUV),9.39,16.01,11.54,8.65,269.00,2.00,4,9
BMW,X4,xDrive 35iA 5PTS 3.0L 6CIL 306HP AUT TURBO,2016,AUT,Gasolina,6,306,3.0,CAMIONETAS DE USO MULTIPLE (SUV),9.35,14.49,12.49,9.37,249.00,20.00,5,7
PEUGEOT,3008,CROSS OVER 5PTS 1.6L 4CIL 154HP AUT TURBO,2011,AUT,Gasolina,4,154,1.6,CAMIONETAS DE USO MULTIPLE (SUV),9.34,16.66,13.02,9.76,239.00,17.00,5,?
FORD,EXPLORER,2WD 5PTS 3.5L 6CIL 290HP AUT,2011,AUT,Gasolina,6,290,3.5,CAMIONETAS DE USO MULTIPLE (SUV),9.30,14.80,11.17,8.38,278.00,12.00,4,9
FORD,EXPLORER,2WD 5PTS 3.5L 6CIL 290HP AUT,2012,AUT,Gasolina,6,290,3.5,CAMIONETAS DE USO MULTIPLE (SUV),9.30,14.80,11.17,8.38,278.00,12.00,4,9
MAZDA,CX-9,WAGON 4X2 5PTS 3.7L 6CIL 273HP AUT,2012,AUT,Gasolina,6,273,3.7,CAMIONETAS DE USO MULTIPLE (SUV),9.30,14.30,11.04,8.28,282.00,20.00,4,7
SUBARU,OUTBACK,3.6R AWD 5PTS 3.6L 6CIL 256HP AUT (CVT),2012,CVT,Gasolina,6,256,3.6,CAMIONETAS DE USO MULTIPLE (SUV),9.30,14.60,11.12,8.34,280.00,19.00,4,7
FORD,EXPLORER,2WD 5PTS 3.5L 6CIL 290HP AUT,2013,AUT,Gasolina,6,290,3.5,CAMIONETAS DE USO MULTIPLE (SUV),9.30,14.80,11.17,8.38,278.00,12.00,4,9
MAZDA,CX9,WAGON 4X2 5PTS 3.7L 6CIL 273HP AUT,2014,AUT,Gasolina,6,273,3.7,CAMIONETAS DE USO MULTIPLE (SUV),9.30,14.40,11.06,8.30,281.00,20.00,4,7
NISSAN,URVAN,NV350 PANEL 4PTS 2.5L 4CIL 127HP MAN DIESEL,2014,MAN,Diesel,4,127,2.5,CAMIONETAS DE USO MULTIPLE (SUV),9.30,14.30,12.40,9.30,288.00,271.00,3,?
MAZDA,CX9,WAGON 4X2 5PTS 3.7L 6CIL 273HP AUT,2015,AUT,Gasolina,6,273,3.7,CAMIONETAS DE USO MULTIPLE (SUV),9.30,14.40,11.06,8.30,281.00,21.00,4,7
FORD,EXPLORER,2WD 5PTS 3.5L 6CIL 290HP AUT,2016,AUT,Gasolina,6,290,3.5,CAMIONETAS DE USO MULTIPLE (SUV),9.30,14.80,11.17,8.38,278.00,12.00,4,9
NISSAN,URVAN,NV350 PANEL 4PTS 2.5L 4CIL 145HP MAN DIESEL,2015,MAN,Diesel,4,127,2.5,CAMIONETAS DE USO MULTIPLE (SUV),9.30,14.30,12.40,9.30,288.00,271.00,3,?
NISSAN,URVAN,NV350 PANEL 4PTS 2.5L 4CIL 145HP MAN TURBO DIESEL,2016,MAN,Diesel,4,127,2.5,CAMIONETAS DE USO MULTIPLE (SUV),9.30,14.30,12.40,9.30,288.00,271.00,3,?
NISSAN,URVAN,NV350 PANEL 4PTS 2.5L 4CIL 145HP MAN TURBO DIESEL,2017,MAN,Diesel,4,127,2.5,CAMIONETAS DE USO MULTIPLE (SUV),9.30,14.30,12.40,9.30,288.00,271.00,3,?
JEEP,CHEROKEE,4X4 5PTAS 3.2L 6CIL 271HP AUT,2016,AUT,Gasolina,6,271,3.2,CAMIONETAS DE USO MULTIPLE (SUV),9.27,14.75,11.13,8.35,279.00,4.00,4,9
MERCEDES,SPRINTER,415 5PTAS 2.1L 4CIL 150HP TURBO MAN DIÉSEL,2018,MAN,Diesel,4,150,2.1,CAMIONETAS DE USO MULTIPLE (SUV),9.27,11.52,11.50,8.63,311.00,271.00,3,?
CHEVROLET,CAPTIVA,SPORT 5PTS 3.0L 6CIL 264HP AUT,2013,AUT,Gasolina,6,264,3.0,CAMIONETAS DE USO MULTIPLE (SUV),9.27,14.39,11.04,8.28,282.00,26.00,4,6
CADILLAC,XT5,AWD 5PTAS 3.6L 6CIL 310HP AUT,2017,AUT,Gasolina,6,310,3.6,CAMIONETAS DE USO MULTIPLE (SUV),9.27,15.86,11.40,8.55,273.00,9.00,4,9
FIAT,DUCATO,CARGO VAN 5PTAS 2.3L 4CIL 120HP MAN,2016,MAN,Diesel,4,120,2.3,CAMIONETAS DE USO MULTIPLE (SUV),9.25,10.90,11.26,8.45,317.00,352.00,2,?
AUDI,Q7,5PTS 3.0L 6CIL 333HP TIPTRONIC TURBO FSI QUATTRO,2011,TIP,Gasolina,6,333,3.0,CAMIONETAS DE USO MULTIPLE (SUV),9.23,12.05,11.66,8.75,267.00,26.00,4,?
MAZDA,CX-7,4X4 5PTS 2.3L 4CIL 244HP AUT,2011,AUT,Gasolina,4,244,2.3,CAMIONETAS DE USO MULTIPLE (SUV),9.20,13.50,10.74,8.05,289.00,6.00,3,9
MAZDA,CX-7,WAGON 4X4 5PTS 2.3L 4CIL 244HP AUT TURBO,2012,AUT,Gasolina,4,244,2.3,CAMIONETAS DE USO MULTIPLE (SUV),9.20,13.50,10.74,8.05,289.00,7.00,3,9
BMW,X6,5PTAS 4.4L 8CIL 575HP BITURBO AUT,2017,AUT,Gasolina,8,575,4.4,CAMIONETAS DE USO MULTIPLE (SUV),9.20,11.10,11.30,8.48,275.00,22.00,4,7
DODGE,DURANGO,SXT 5PTAS 3.6L 6CIL AUT,2016,AUT,Gasolina,6,290,3.6,CAMIONETAS DE USO MULTIPLE (SUV),9.19,15.30,11.20,8.40,277.00,5.00,4,9
JEEP,GRAND CHEROKEE,LIMITED 4X2 5PTAS 3.6L 6CIL 290HP AUT,2016,AUT,Gasolina,6,290,3.6,CAMIONETAS DE USO MULTIPLE (SUV),9.19,14.87,11.10,8.32,280.00,5.00,4,9
MERCEDES,GLE 43,AMG 5PTAS 3.0L 6CIL 367HP BITURBO AUT,2018,AUT,Gasolina,6,367,3.0,CAMIONETAS DE USO MULTIPLE (SUV),9.17,13.89,12.19,9.14,255.00,39.00,5,?
MERCEDES,ML350,CGI AMG 5PTS 3.5L 6CIL 302HP AUT,2012,AUT,Gasolina,6,302,3.5,CAMIONETAS DE USO MULTIPLE (SUV),9.17,14.08,10.88,8.16,286.00,15.00,4,8
MERCEDES,ML350,CGI AMG 4MATIC 5PTS 3.5L 6CIL 302HP AUT,2013,AUT,Gasolina,6,302,3.5,CAMIONETAS DE USO MULTIPLE (SUV),9.17,14.08,10.88,8.16,286.00,15.00,4,8
KIA,SORENTO,AWD 5PTAS 3.3L 6CIL 290HP AUT,2016,AUT,Gasolina,6,290,3.3,CAMIONETAS DE USO MULTIPLE (SUV),9.15,14.89,11.07,8.30,281.00,7.00,4,9
